,Motif_ID,Motif_Symbol,AtID,Source
1236,HB_tnt.ATHB21_colamp_a_m1,ATHB21,AT2G18550,DAPv1
1237,HB_tnt.ATHB40_col_a_m1,ATHB40,AT4G36740,DAPv1
1238,HB_tnt.ATHB40_colamp_a_m1,ATHB40,AT4G36740,DAPv1
1239,HB_tnt.ATHB53_col_a_m1,ATHB53,AT5G66700,DAPv1
1240,HB_tnt.ATHB53_colamp_a_m1,ATHB53,AT5G66700,DAPv1
1241,HB_tnt.ATHB5_col_a_m1,ATHB5,AT5G65310,DAPv1
1242,HB_tnt.ATHB5_colamp_a_m1,ATHB5,AT5G65310,DAPv1
1243,HB_tnt.HDG7_col_a_m1,HDG7,AT5G52170,DAPv1
1244,HB_tnt.LMI1_col_a_m1,LMI1,AT5G03790,DAPv1
1245,HB_tnt.LMI1_colamp_a_m1,LMI1,AT5G03790,DAPv1
1246,HB_tnt.PHV_col_a_m1,PHV,AT1G30490,DAPv1
1247,HB_tnt.WOX11_col_a_m1,WOX11,AT3G03660,DAPv1
1248,HMG_tnt.3XHMGBOX1_col_a_m1,3XHMGBOX1,AT4G11080,DAPv1
1249,HMG_tnt.3XHMGBOX1_colamp_a_m1,3XHMGBOX1,AT4G11080,DAPv1
1250,HSF_tnt.HSF21_col_a_m1,HSF21,AT4G18880,DAPv1
1251,HSF_tnt.HSF3_col_a_m1,HSF3,AT5G16820,DAPv1
1252,HSF_tnt.HSF3_colamp_a_d1,HSF3,AT5G16820,DAPv1
1253,HSF_tnt.HSF6_col_a_m1,HSF6,AT5G62020,DAPv1
1254,HSF_tnt.HSF7_col_a_m1,HSF7,AT4G11660,DAPv1
1255,HSF_tnt.HSF7_colamp_a_m1,HSF7,AT4G11660,DAPv1
1256,HSF_tnt.HSFA1E_col_a_m1,HSFA1E,AT3G02990,DAPv1
1257,HSF_tnt.HSFA1E_colamp_a_m1,HSFA1E,AT3G02990,DAPv1
1258,HSF_tnt.HSFA6A_col_a_m1,HSFA6A,AT5G43840,DAPv1
1259,HSF_tnt.HSFA6A_colamp_a_m1,HSFA6A,AT5G43840,DAPv1
1260,HSF_tnt.HSFA6B_col_m1,HSFA6B,AT3G22830,DAPv1
1261,HSF_tnt.HSFA6B_colamp_a_m1,HSFA6B,AT3G22830,DAPv1
1262,HSF_tnt.HSFB3_col_a_m1,HSFB3,AT2G41690,DAPv1
1263,HSF_tnt.HSFB3_colamp_a_m1,HSFB3,AT2G41690,DAPv1
1264,HSF_tnt.HSFB4_col_a_m1,HSFB4,AT1G46264,DAPv1
1265,HSF_tnt.HSFC1_col_a_m1,HSFC1,AT3G24520,DAPv1
1266,HSF_tnt.HSFC1_colamp_a_m1,HSFC1,AT3G24520,DAPv1
1267,Homeobox_ecoli.HAT2_col_v31_m1,HAT2,AT5G47370,DAPv1
1268,Homeobox_tnt.ATHB13_col_a_m1,ATHB13,AT1G69780,DAPv1
1269,Homeobox_tnt.ATHB13_colamp_a_m1,ATHB13,AT1G69780,DAPv1
1270,Homeobox_tnt.ATHB18_col_a_m1,ATHB18,AT1G70920,DAPv1
1271,Homeobox_tnt.ATHB18_colamp_a_m1,ATHB18,AT1G70920,DAPv1
1272,Homeobox_tnt.ATHB20_col_a_m1,ATHB20,AT3G01220,DAPv1
1273,Homeobox_tnt.ATHB20_colamp_a_m1,ATHB20,AT3G01220,DAPv1
1274,Homeobox_tnt.ATHB6_col_a_m1,ATHB6,AT2G22430,DAPv1
1275,Homeobox_tnt.ATHB6_colamp_a_m1,ATHB6,AT2G22430,DAPv1
1276,Homeobox_tnt.ATHB7_col_a_m1,ATHB7,AT2G46680,DAPv1
1277,Homeobox_tnt.EDT1_col_m1,EDT1,AT1G73360,DAPv1
1278,Homeobox_tnt.HAT1_col_a_m1,HAT1,AT4G17460,DAPv1
1279,Homeobox_tnt.HAT1_colamp_a_m1,HAT1,AT4G17460,DAPv1
1280,Homeobox_tnt.HAT22_col_a_m1,HAT22,AT4G37790,DAPv1
1281,Homeobox_tnt.HAT2_colamp_a_m1,HAT2,AT4G37790,DAPv1
1282,Homeobox_tnt.HAT5_col_a_m1,HAT5,AT3G01470,DAPv1
1283,Homeobox_tnt.HAT5_colamp_a_m1,HAT5,AT3G01470,DAPv1
1284,Homeobox_tnt.HDG1_col100_a_m1,HDG1,AT3G61150,DAPv1
1285,Homeobox_tnt.HDG1_colamp_a_m1,HDG1,AT3G61150,DAPv1
1286,Homeobox_tnt.PDF2_col_m1,PDF2,AT4G04890,DAPv1
1287,Homeobox_tnt.WUS1_col_a_m1,WUS1,AT2G17950,DAPv1
1288,Homeobox_tnt.WUS1_colamp_a_m1,WUS1,AT2G17950,DAPv1
1289,LIM_tnt.WLIM2A_col_a_m1,WLIM2A,AT2G39900,DAPv1
1290,LOBAS2_tnt.AS2_col_a_m1,AS2,AT1G65620,DAPv1
1291,LOBAS2_tnt.ASL18_col_a_m1,ASL18,AT2G42430,DAPv1
1292,LOBAS2_tnt.ASL18_colamp_a_m1,ASL18,AT2G42430,DAPv1
1293,LOBAS2_tnt.LBD13_col_a_m1,LBD13,AT2G30340,DAPv1
1294,LOBAS2_tnt.LBD13_colamp_a_m1,LBD13,AT2G30340,DAPv1
1295,LOBAS2_tnt.LBD18_col_a_m1,LBD18,AT2G45420,DAPv1
1296,LOBAS2_tnt.LBD18_colamp_a_m1,LBD18,AT2G45420,DAPv1
1297,LOBAS2_tnt.LBD19_col_a_m1,LBD19,AT2G45410,DAPv1
1298,LOBAS2_tnt.LBD19_colamp_a_d1,LBD19,AT2G45410,DAPv1
1299,LOBAS2_tnt.LBD23_col_a_m1,LBD23,AT3G26620,DAPv1
1300,LOBAS2_tnt.LBD23_colamp_a_m1,LBD23,AT3G26620,DAPv1
1301,LOBAS2_tnt.LBD2_col_a_m1,LBD2,AT1G06280,DAPv1
1302,LOBAS2_tnt.LBD2_colamp_a_m1,LBD2,AT1G06280,DAPv1
1303,LOBAS2_tnt.LOB_col_a_m1,LOB,AT5G63090,DAPv1
1304,MADS_tnt.AGL13_col_b_m1,AGL13,AT3G61120,DAPv1
1305,MADS_tnt.AGL15_col_a_m1,AGL15,AT5G13790,DAPv1
1306,MADS_tnt.AGL15_colamp_a_m1,AGL15,AT5G13790,DAPv1
1307,MADS_tnt.AGL16_col_a_m1,AGL16,AT3G57230,DAPv1
1308,MADS_tnt.AGL16_colamp_a_m1,AGL16,AT3G57230,DAPv1
1309,MADS_tnt.AGL25_col_a_m1,AGL25,AT5G10140,DAPv1
1310,MADS_tnt.AGL25_colamp_a_m1,AGL25,AT5G10140,DAPv1
1311,MADS_tnt.AGL42_col_a_m1,AGL42,AT5G62165,DAPv1
1312,MADS_tnt.AGL55_col_a_m1,AGL55,AT1G60920,DAPv1
1313,MADS_tnt.AGL63_col_a_m1,AGL63,AT1G31140,DAPv1
1314,MADS_tnt.AGL6_col_a_m1,AGL6,AT2G45650,DAPv1
1315,MADS_tnt.FEM111_col_a_m1,FEM111,AT5G48670,DAPv1
1316,MADS_tnt.SVP_col_v3b_m1,SVP,AT2G22540,DAPv1
1317,MADS_tnt.SVP_colamp_v3b_m1,SVP,AT2G22540,DAPv1
1318,MYB_tnt.ATY13_col_a_m1,ATY13,AT1G74650,DAPv1
1319,MYB_tnt.ATY13_colamp_a_m1,ATY13,AT1G74650,DAPv1
1320,MYB_tnt.ATY19_col_a_m1,ATY19,AT3G23250,DAPv1
1321,MYB_tnt.BOS1_col_a_m1,BOS1,AT3G06490,DAPv1
1322,MYB_tnt.MS188_col_a_m1,MS188,AT5G56110,DAPv1
1323,MYB_tnt.MS188_colamp_a_m1,MS188,AT5G56110,DAPv1
1324,MYB_tnt.MYB101_col_a_m1,MYB101,AT2G32460,DAPv1
1325,MYB_tnt.MYB101_colamp_a_m1,MYB101,AT2G32460,DAPv1
1326,MYB_tnt.MYB105_col_a_m1,MYB105,AT1G69560,DAPv1
1327,MYB_tnt.MYB105_colamp_a_m1,MYB105,AT1G69560,DAPv1
1328,MYB_tnt.MYB107_col_a_m1,MYB107,AT3G02940,DAPv1
1329,MYB_tnt.MYB107_colamp_a_m1,MYB107,AT3G02940,DAPv1
1330,MYB_tnt.MYB10_col_a_m1,MYB10,AT3G12820,DAPv1
1331,MYB_tnt.MYB10_colamp_a_m1,MYB10,AT3G12820,DAPv1
1332,MYB_tnt.MYB113_col_a_m1,MYB113,AT1G66370,DAPv1
1333,MYB_tnt.MYB116_col_a_m1,MYB116,AT1G25340,DAPv1
1334,MYB_tnt.MYB116_colamp_a_m1,MYB116,AT1G25340,DAPv1
1335,MYB_tnt.MYB118_col_a_m1,MYB118,AT3G27785,DAPv1
1336,MYB_tnt.MYB118_colamp_a_m1,MYB118,AT3G27785,DAPv1
1337,MYB_tnt.MYB119_col_a_m1,MYB119,AT5G58850,DAPv1
1338,MYB_tnt.MYB119_colamp_a_m1,MYB119,AT5G58850,DAPv1
1339,MYB_tnt.MYB121_col_a_m1,MYB121,AT3G30210,DAPv1
1340,MYB_tnt.MYB13_col_a_m1,MYB13,AT1G06180,DAPv1
1341,MYB_tnt.MYB13_colamp_a_m1,MYB13,AT1G06180,DAPv1
1342,MYB_tnt.MYB17_colamp_a_m1,MYB17,"	AT3G61250",DAPv1
1343,MYB_tnt.MYB1_col_a_m1,MYB1,AT3G09230,DAPv1
1344,MYB_tnt.MYB23_col_a_m1,MYB23,AT5G40330,DAPv1
1345,MYB_tnt.MYB27_col_a_m1,MYB27,AT3G53200,DAPv1
1346,MYB_tnt.MYB27_colamp_a_m1,MYB27,AT3G53200,DAPv1
1347,MYB_tnt.MYB30_col_a_m1,MYB30,AT3G28910,DAPv1
1348,MYB_tnt.MYB30_colamp_a_m1,MYB30,AT3G28910,DAPv1
1349,MYB_tnt.MYB33_col_a_m1,MYB33,AT5G06100,DAPv1
1350,MYB_tnt.MYB39_col_a_m1,MYB39,AT4G17785,DAPv1
1351,MYB_tnt.MYB39_colamp_a_m1,MYB39,AT4G17785,DAPv1
1352,MYB_tnt.MYB3R1_col_a_m1,MYB3R1,AT4G32730,DAPv1
1353,MYB_tnt.MYB3R1_colamp_a_m1,MYB3R1,AT4G32730,DAPv1
1354,MYB_tnt.MYB3R4_col_a_m1,MYB3R4,AT5G11510,DAPv1
1355,MYB_tnt.MYB3R5_col_a_m1,MYB3R5,AT5G02320,DAPv1
1356,MYB_tnt.MYB40_col_a_m1,MYB40,AT5G14340,DAPv1
1357,MYB_tnt.MYB41_col_a_m1,MYB41,AT4G28110,DAPv1
1358,MYB_tnt.MYB43_col_a_m1,MYB43,AT5G16600,DAPv1
1359,MYB_tnt.MYB44_col_m1,MYB44,AT5G67300,DAPv1
1360,MYB_tnt.MYB44_colamp_a_m1,MYB44,AT5G67300,DAPv1
1361,MYB_tnt.MYB49_col_a_m1,MYB49,AT5G54230,DAPv1
1362,MYB_tnt.MYB49_colamp_a_m1,MYB49,AT5G54230,DAPv1
1363,MYB_tnt.MYB4_col200_a_m1,MYB4,AT4G38620,DAPv1
1364,MYB_tnt.MYB51_col_a_m1,MYB51,AT1G18570,DAPv1
1365,MYB_tnt.MYB52_col_a_m1,MYB52,AT1G17950,DAPv1
1366,MYB_tnt.MYB55_col_m1,MYB55,AT4G01680,DAPv1
1367,MYB_tnt.MYB55_colamp_a_m1,MYB55,AT4G01680,DAPv1
1368,MYB_tnt.MYB56_col_a_m1,MYB56,AT5G17800,DAPv1
1369,MYB_tnt.MYB56_colamp_a_m1,MYB56,AT5G17800,DAPv1
1370,MYB_tnt.MYB57_col_a_m1,MYB57,AT3G01530,DAPv1
1371,MYB_tnt.MYB57_colamp_a_d1,MYB57,AT3G01530,DAPv1
1372,MYB_tnt.MYB58_col_a_m1,MYB58,AT1G16490,DAPv1
1373,MYB_tnt.MYB58_colamp_a_m1,MYB58,AT1G16490,DAPv1
1374,MYB_tnt.MYB60_col_m1,MYB60,AT1G08810,DAPv1
1375,MYB_tnt.MYB61_col_a_m1,MYB61,AT1G09540,DAPv1
1376,MYB_tnt.MYB61_colamp_a_m1,MYB61,AT1G09540,DAPv1
1377,MYB_tnt.MYB62_col_a_m1,MYB62,AT1G68320,DAPv1
1378,MYB_tnt.MYB62_colamp_a_m1,MYB62,AT1G68320,DAPv1
1379,MYB_tnt.MYB63_col_a_m1,MYB63,AT1G79180,DAPv1
1380,MYB_tnt.MYB65_col200_a_m1,MYB65,AT3G11440,DAPv1
1381,MYB_tnt.MYB65_colamp_a_m1,MYB65,AT3G11440,DAPv1
1382,MYB_tnt.MYB67_col_a_m1,MYB67,AT3G12720,DAPv1
1383,MYB_tnt.MYB70_col_a_m1,MYB70,AT2G23290,DAPv1
1384,MYB_tnt.MYB73_col_a_m1,MYB73,AT4G37260,DAPv1
